,EquipmentPrice,LoanTerm,payment,total_payment,finance_product_gain,total_interest,total_gain
37,100000,7,1810.5113749454763,152082.95549542,3800.0,48282.95549542,52082.95549542
38,102500,7,1852.708683128637,155627.52938280551,3637.5,49490.029382805515,53127.529382805515
39,105000,7,1897.2869436927501,159372.103270191,3675.0,50697.103270191,54372.103270191
40,107500,7,1941.8652042568633,163116.67715757652,3712.5,51904.177157576516,55616.677157576516
41,110000,7,1986.4434648209763,166861.251044962,3750.0,53111.251044962,56861.251044962
42,112500,7,2031.0217253850894,170605.82493234752,3787.5,54318.32493234752,58105.82493234752
43,115000,7,2075.5999859492026,174350.39881973303,3825.0,55525.39881973303,59350.39881973303
44,117500,7,2120.1782465133156,178094.97270711852,3862.5,56732.47270711852,60594.97270711852
45,120000,7,2164.756507077429,181839.54659450403,3900.0,57939.546594504034,61839.546594504034
46,122500,7,2209.334767641542,185584.12048188952,3937.5,59146.62048188952,63084.12048188952
47,125000,7,2253.913028205655,189328.694369275,3975.0,60353.69436927501,64328.69436927501
48,127500,7,2298.4912887697683,193073.26825666055,4012.5,61560.76825666055,65573.26825666055
49,130000,7,2343.0695493338812,196817.84214404604,4050.0,62767.84214404604,66817.84214404604
50,132500,7,2387.647809897994,200562.41603143152,4087.5,63974.91603143152,68062.41603143152
51,135000,7,2432.226070462107,204306.989918817,4125.0,65181.98991881701,69306.98991881701
52,137500,7,2476.8043310262206,208051.56380620252,4162.5,66389.06380620252,70551.56380620252
53,140000,7,2521.3825915903335,211796.137693588,4200.0,67596.13769358801,71796.13769358801
54,142500,7,2565.9608521544465,215540.7115809735,4237.5,68803.2115809735,73040.7115809735
55,145000,7,2610.53911271856,219285.28546835904,4275.0,70010.28546835904,74285.28546835904
56,147500,7,2655.117373282673,223029.85935574453,4312.5,71217.35935574453,75529.85935574453
57,150000,7,2699.6956338467858,226774.43324313,4350.0,72424.43324313001,76774.43324313001
58,152500,7,2744.2738944108987,230519.0071305155,4387.5,73631.5071305155,78019.0071305155
59,155000,7,2788.8521549750126,234263.58101790104,4425.0,74838.58101790104,79263.58101790104
60,157500,7,2833.430415539125,238008.1549052865,4462.5,76045.6549052865,80508.1549052865
61,160000,7,2878.0086761032385,241752.72879267205,4500.0,77252.72879267205,81752.72879267205
62,162500,7,2922.5869366673514,245497.30268005753,4537.5,78459.80268005753,82997.30268005753
63,165000,7,2967.165197231465,249241.87656744305,4575.0,79666.87656744305,84241.87656744305
64,167500,7,3011.7434577955773,252986.4504548285,4612.5,80873.9504548285,85486.4504548285
65,170000,7,3056.3217183596907,256731.02434221402,4650.0,82081.02434221402,86731.02434221402
66,172500,7,3100.899978923804,260475.59822959953,4687.5,83288.09822959953,87975.59822959953
67,175000,7,3145.478239487917,264220.172116985,4725.0,84495.17211698502,89220.17211698502
68,177500,7,3190.05650005203,267964.7460043705,4762.5,85702.2460043705,90464.7460043705
69,180000,7,3234.6347606161435,271709.31989175605,4800.0,86909.31989175605,91709.31989175605
70,182500,7,3279.2130211802564,275453.89377914154,4837.5,88116.39377914154,92953.89377914154
71,185000,7,3323.7912817443694,279198.467666527,4875.0,89323.46766652702,94198.46766652702
72,187500,7,3368.3695423084823,282943.0415539125,4912.5,90530.54155391251,95443.04155391251
73,190000,7,3412.9478028725957,286687.61544129805,4950.0,91737.61544129805,96687.61544129805
74,192500,7,3457.5260634367087,290432.18932868354,4987.5,92944.68932868354,97932.18932868354
75,195000,7,3502.1043240008216,294176.763216069,5025.0,94151.76321606903,99176.76321606903
76,197500,7,3546.682584564935,297921.33710345457,5062.5,95358.83710345457,100421.33710345457
77,200000,7,3591.260845129048,301665.91099084006,5100.0,96565.91099084006,101665.91099084006
78,202500,7,3623.7855342645894,304397.9848782255,4125.0,97772.98487822548,101897.98487822548
79,205000,7,3668.214985304893,308130.05876561103,4150.0,98980.05876561103,103130.05876561103
80,207500,7,3712.644436345197,311862.1326529965,4175.0,100187.13265299652,104362.13265299652
81,210000,7,3757.0738873855003,315594.206540382,4200.0,101394.206540382,105594.206540382
82,212500,7,3801.5033384258045,319326.2804277676,4225.0,102601.2804277676,106826.2804277676
83,215000,7,3845.9327894661074,323058.35431515303,4250.0,103808.35431515303,108058.35431515303
84,217500,7,3890.3622405064116,326790.4282025386,4275.0,105015.42820253858,109290.42820253858
85,220000,7,3934.7916915467144,330522.502089924,4300.0,106222.502089924,110522.502089924
86,222500,7,3979.2211425870187,334254.57597730955,4325.0,107429.57597730955,111754.57597730955
87,225000,7,4023.6505936273215,337986.64986469503,4350.0,108636.64986469503,112986.64986469503
88,227500,7,4068.0800446676253,341718.7237520805,4375.0,109843.72375208052,114218.72375208052
89,230000,7,4112.509495707929,345450.79763946607,4400.0,111050.79763946607,115450.79763946607
90,232500,7,4156.938946748232,349182.87152685155,4425.0,112257.87152685155,116682.87152685155
91,235000,7,4201.368397788537,352914.9454142371,4450.0,113464.9454142371,117914.9454142371
92,237500,7,4245.797848828839,356647.01930162247,4475.0,114672.01930162247,119147.01930162247
93,240000,7,4290.227299869143,360379.093189008,4500.0,115879.09318900801,120379.09318900801
94,242500,7,4334.656750909447,364111.1670763935,4525.0,117086.1670763935,121611.1670763935
95,245000,7,4379.086201949751,367843.24096377904,4550.0,118293.24096377904,122843.24096377904
96,247500,7,4423.515652990053,371575.31485116447,4575.0,119500.31485116447,124075.31485116447
97,250000,7,4467.9451040303575,375307.38873855,4600.0,120707.38873855001,125307.38873855001
98,252500,7,4512.374555070661,379039.4626259355,4625.0,121914.4626259355,126539.4626259355
99,255000,7,4556.804006110965,382771.53651332104,4650.0,123121.53651332104,127771.53651332104
100,257500,7,4601.233457151268,386503.61040070653,4675.0,124328.61040070653,129003.61040070653
101,260000,7,4645.662908191572,390235.684288092,4700.0,125535.68428809202,130235.68428809202
102,262500,7,4690.092359231876,393967.75817547756,4725.0,126742.75817547756,131467.75817547756
103,265000,7,4734.521810272179,397699.83206286305,4750.0,127949.83206286305,132699.83206286305
104,267500,7,4778.951261312483,401431.9059502486,4775.0,129156.90595024859,133931.9059502486
105,270000,7,4823.380712352786,405163.979837634,4800.0,130363.97983763402,135163.97983763402
106,272500,7,4867.81016339309,408896.05372501956,4825.0,131571.05372501956,136396.05372501956
107,275000,7,4912.239614433393,412628.12761240505,4850.0,132778.12761240505,137628.12761240505
108,277500,7,4956.669065473698,416360.2014997906,4875.0,133985.2014997906,138860.2014997906
109,280000,7,5001.098516514,420092.275387176,4900.0,135192.27538717602,140092.27538717602
110,282500,7,5045.527967554304,423824.34927456157,4925.0,136399.34927456157,141324.34927456157
111,285000,7,5089.957418594608,427556.42316194705,4950.0,137606.42316194705,142556.42316194705
112,287500,7,5134.386869634912,431288.4970493326,4975.0,138813.4970493326,143788.4970493326
113,290000,7,5178.816320675214,435020.570936718,5000.0,140020.57093671802,145020.57093671802
114,292500,7,5223.2457717155185,438752.64482410357,5025.0,141227.64482410357,146252.64482410357
115,295000,7,5267.675222755822,442484.71871148905,5050.0,142434.71871148905,147484.71871148905
116,297500,7,5312.104673796126,446216.7925988746,5075.0,143641.7925988746,148716.7925988746
117,300000,7,5356.534124836428,449948.86648625997,5100.0,144848.86648625997,149948.86648625997
118,302500,7,5400.963575876733,453680.9403736455,5125.0,146055.9403736455,151180.9403736455
119,305000,7,5445.393026917036,457413.014261031,5150.0,147263.014261031,152413.014261031
